term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sr,sv,zh
521-06-05,forward slope resistance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-06-05,مقاومة ذات منحدر امامي,"Vorwärts-Ersatzwiderstand, m",forward slope resistance,resistencia aparente directa,myötäsuunnan resistanssi,"résistance apparente directe, f",resistenza apparente diretta,順方向勾配抵抗,순방향 기울기 저항,rezystancja nachyleniowa rezystancja nachylenia,resistência dinâmica directaresistência aparente directa,"динамичка отпорност при директној поларизацији, ж јд",differentiell framresistans,正向斜率电阻
521-07-01,emitter junction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-01,وصلة الباعث,"Emitterübergang, mEmitter-Basis-Zonenübergang, m",emitter junction,unión emisor,emitterisiirtymävyöhyke,"jonction émetteur, f",giunzione di emettitore,エミッタ接合,이미터 접합,złącze emitera,junção emissora,"емитерски спој, м јдспој емитер–база, м јд",emitterövergång,发射结
521-07-02,collector junction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-02,وصلة مجمعة,"Kollektorübergang, mKollektor-Basis-Zonenübergang, m",collector junction,unión colector,kollektori siirtymävyöhyke,"jonction collecteur, f",giunzione di collettore,コレクタ接合,콜렉터 접점,złącze kolektora,junção colectora,"колекторски спој, м јдспој колектор–база, м јд",kollektorövergång,集电结
521-07-03,"base, <of a transistor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-03,اساس - قاعدة,"Basis, <eines Transistors> fBasiszone, <eines Transistors> f","base, <of a transistor>",base,kanta,"base, <d’un transistor> f",base,"ベース, <トランジスタの>",기저베이스,"baza, f","base, <dum transístor>","база, ж јд",bas,"基区, <晶体管的>"
521-07-04,emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-04,باعث,"Emitter, mEmitterzone, f",emitter,emisor,emitteri,"émetteur, m",emettitore,エミッタ,이미터,emiter,emissor,"емитер, м јд",emitter,发射区
521-07-05,collector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-05,مجمع,"Kollektor, mKollektorzone, f",collector,colector,kollektori,"collecteur, m",collettore,コレクタ,콜렉터,kolektor,colector,"колектор, м јд",kollektor,集电区
521-07-06,channel (of a field-effect transistor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-06,قناة (لترانزستورمحكوم  بالمجال الكهربائي),"Kanal, <eines Feldeffekttransistors> m",channel (of a field-effect transistor),canal (de un transistor de efecto de campo),kanava,"canal (d’un transistor à effet de champ), m",canale,"チャネル, <電界効果トランジスタの>","채널, <전계 효과 트랜지스터>경로, <전계 효과 트랜지스터>",kanał (tranzystora polowego),canal (de um transistor de efeito de campo),"канал, <транзистора са ефектом поља> м јд",kanal,"沟道, <场效应晶体管的>"
521-07-07,source (of a field-effect transistor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-07,مصدر (لترانزستورمحكوم  بالمجال الكهربائي),"Source, <eines Feldeffekttransistors> fSourcezone, <eines Feldeffekttransistors> f",source (of a field-effect transistor),fuente (de un transistor de efecto de campo),lähde,"source (d’un transistor à effet de champ), f",sorgente,"ソース, <電界効果トランジスタの>","소스, <전계 효과 트랜지스터>발생원, <전계 효과 트랜지스터>",źródło (tranzystora polowego),fonte (de um transistor de efeito de campo),"сорс, <транзистора са ефектом поља> м јд",emitter (hos fälteffekttransistor),"源区, <场效应晶体管的>"
521-07-08,drain (of a field-effect transistor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-08,مصرف (لترانزستور محكوم بالمجال الكهربائي),"Drain, <eines Feldeffekttransistors> mDrainzone, <eines Feldeffekttransistors> f",drain (of a field-effect transistor),sumidero (de un transistor de efecto de campo),nielu,"drain (d’un transistor à effet de champ), m",drainzona di assorbimento,"ドレイン, <電界効果トランジスタの>","드레인, <전계 효과 트랜지스터>배수, <전계 효과 트랜지스터>",dren (tranzystora polowego) ujście (tranzystora polowego),dreno (de um transistor de efeito de campo),"дрејн, <транзистора са ефектом поља> м јд",kollektor (hos fälteffekttransistor),"漏区, <场效应晶体管的>"
521-07-09,gate (of a field-effect transistor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-09,بوابة (لترانزستورمحكوم  بالمجال الكهربائي),"Gate, <eines Feldeffekttransistors> nGatezone, <eines Feldeffekttransistors> f",gate (of a field-effect transistor),rejilla (de un transistor de efecto de campo),hila,"grille (d’un transistor à effet de champ), f",gateporta,"ゲート, <電界効果トランジスタの>","게이트, <전계 효과 트랜지스터>",bramka (tranzystora polowego),porta (de um transistor de efeito de campo)grelha (de um transistor de efeito de campo),"гејт, <транзистора са ефектом поља> м јд",styre (hos fälteffekttransistor),"栅区, <场效应晶体管的>"
521-07-10,depletion mode operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-10,تشغيل بنمط الاستنزاف,"Verarmungsbetrieb, m",depletion mode operation,funcionamiento en modo de agotamiento,sulkutyyppinen toiminto,"fonctionnement en mode de déplétion, mfonctionnement en mode d'appauvrissement, m",funzionamento a svuotamento,デプレッションモード動作,공핍모드 작동,tryb pracy ze zubożeniem,funcionamento em modo de depleçãofuncionamento em modo de empobrecimento,"осиромашени режим рада, м јд",utarmningsdrift,耗尽工作模式
521-07-11,enhancement mode operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-11,تشغيل بنمط التحسين,"Anreicherungsbetrieb, m",enhancement mode operation,funcionamiento en modo de enriquecimiento,avaustyyppinen toiminto,"fonctionnement en mode d’enrichissement, m",funzionamento ad arricchimento,エンハンスメントモード動作,증가모드 작동,tryb pracy ze wzbogaceniem,funcionamento em modo de enriquecimento,"обогаћени режим рада, м јд",anrikningsdrift,增强工作模式
521-07-12,inverse direction of operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-12,عكس اتجاه التشغيل,"inverser Betrieb, m",inverse direction of operation,sentido inverso de funcionamiento,käänteinen toimintasuunta,"sens inverse de fonctionnement, m",senso inverso di funzionamento,逆方向動作,역방향 작동,kierunek działania wsteczny,sentido inverso de funcionamento,"инверзни режим рада, м јд",inverterad arbetsriktning,反向工作
521-07-13,common base,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-13,قاعدة مشتركة,"Basisschaltung, f",common base,base común,yhteiskanta,"base commune, f",base comune,ベース接地,공통 베이스,baza wspólna,(montagem de) base comum,"заједничка база, ж јд",gemensam bas,共基极
521-07-14,common collector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-14,مجمع مشترك,"Kollektorschaltung, f",common collector,colector común,yhteiskollektori,"collecteur commun, m",collettore comune,コレクタ接地,공통 콜렉터,kolektor wspólny,(montagem de) colector comum,"заједнички колектор, м јд",gemensam kollektor,共集电极
521-07-15,common emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-15,باعث مشترك,"Emitterschaltung, f",common emitter,emisor común,yhteisemitteri,"émetteur commun, m",emettitore comune,エミッタ接地,공통 에미터,emiter wspólny,(montagem de) emissor comum,"заједнички емитер, м јд",gemensam emitter,共发射极
521-07-16,inverse common base,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-16,قاعدة مشتركة عكسية,"inverse Basisschaltung, f",inverse common base,base común inversa,käänteinen yhteiskanta,"base commune inverse, f",base comune inversa,逆方向ベース接地,역 공통 베이스,baza wspólna odwrócona,(montagem de) base comum inversa,"инверзна заједничка база, ж јд",inverterad gemensam bas,反向共基极
521-07-17,inverse common collector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-17,مجمع مشترك عكسى,"inverse Kollektorschaltung, f",inverse common collector,colector común inverso,käänteinen yhteiskollektori,"collecteur commun inverse, m",collettore comune inverso,逆方向コレクタ接地,역 공통 콜렉터,kolektor wspólny odwrócony,(montagem de) colector comum inverso,"инверзни заједнички колектор, м јд",inverterad gemensam kollektor,反向共集电极
521-07-18,inverse common emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-18,باعث مشترك عكسى,"inverse Emitterschaltung, f",inverse common emitter,emisor común inverso,käänteinen yhteisemitteri,"émetteur commun inverse, m",emettitore comune inverso,逆方向エミッタ接地,역 공통 에미터,emiter wspólny odwrócony,(montagem de) emissor comum inverso,"инверзни заједнички емитер, м јд",inverterad gemensam emitter,反向共发射极
521-07-19,small-signal short-circuit forward current transfer ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-19,نسبة نقل التيار الأمامى لدارة مقصورة بإشارة صغيرة,"Kurzschluss-Stromübersetzung, <bei kleiner Ansteuerung> fStromverstärkungsfaktor, <bei kleiner Ansteuerung> m",small-signal short-circuit forward current transfer ratio,"relación de transferencia directa de corriente en pequeñas señales, con salida
en cortocircuito",piensignaalivirtavahvistus,"rapport de transfert direct du courant en petits signaux, avec sortie en court-circuit, m",rapporto di trasferimento della corrente diretta in piccoli segnali con uscita in corto circuito,小信号短絡回路順方向電流伝達比,소신호 순방향 단락 전류 전달비,współczynnik zwarciowy małosygnałowy przenoszenia prądowego,"relação de transferência directa da corrente para pequenos sinais, com saída em curtocircuito","фактор струјног појачања у режиму малих сигнала, м јд",småsignalströmförstärkningsfaktor(småsignal)strömförstärkningsfaktor,小信号短路正向电流传输比
521-07-20,static forward current transfer ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-20,نسبة نقل التيار الأمامى الساكن,"Gleichstromverhältnis, n",static forward current transfer ratio,valor estático de la relación de transferencia directa de corriente,tasavirtavahvistus,"valeur statique du rapport de transfert direct du courant, f",rapporto di trasferimento della corrente diretta a tensione costante,静的順方向電流伝達比,정적 순방향 전류 전달 비,współczynnik statyczny przenoszenia prądowego,valor estático da relação de transferência directa da corrente,"статички фактор струјног појачања, м јд",total strömförstärkningsfaktor,静态正向电流传输比
521-07-21,transition frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-21,تردد الانتقال,"Transitfrequenz, f",transition frequency,frecuencia de transición,rajataajuus,"fréquence de transition, f",frequenza di transizione,遷移周波数,전이 주파수,częstotliwość przejścia,frequência de transição,"прелазна фреквенција, ж јд",extrapolerad enhetsgränsfrekvens,特征频率
521-07-22,frequency of unity current transfer ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-22,نسبة نقل تيار تردد الوحدة,"Einsfrequenz, f",frequency of unity current transfer ratio,frecuencia de relación de transferencia unidad de corriente,yksikkörajataajuus,"fréquence du rapport de transfert unité de courant, ffréquence unité, f",rapporto di trasferimento della frequenza dell'unità di corrente,単位電流伝達比周波数,단위 전류 전달비 주파수,częstotliwość graniczna (jednostkowej wartości współczynnika przenoszenia prądowego),frequência da relação de transferência unitária de corrente,"фреквенција јединичног фактора струјног појачања, ж јд",enhetsgränsfrekvens,单位电流传输比频率
